Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
,,-1.85908,-1.89161,-1.18747,1.398401,-1.06656,1.032298,-0.50877,-1.86991,-1.27514,1.039036,0.873743,0.998412,-0.23431,2.488467,1.418051,-0.48951,-2.58E-02,-2.57E-02,-0.84067,-1.04438,-2.52E-02,-2.52E-02,-1.45594,-2.06207,-2.47E-02,-2.47E-02,-2.60379,0.8216132743,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,2.529585,0.272991,0.518042,1.438839,0.942589,-0.65233,0.716544,0.359296,-0.23795,-0.77024,1.965735,0.535075
CCCN(CCC)CCc1cccc2c1CC(=O)N2.[Cl-].[H+],C16H24ClN2O,-0.45985,-0.44079,-0.25884,0.360151,0.149998,-0.93806,-0.50877,-0.21826,-0.88484,0.0577,0.5351,-0.58752,0.66188,0.556552,0.241812,-0.18186,-2.58E-02,-2.57E-02,0.098126,-0.09948,-2.52E-02,-2.52E-02,0.223833,-0.46323,-2.47E-02,-2.47E-02,-0.25938,0.8216132743,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.699396,-0.58263,-0.07495,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,-0.77024,-1.52227,-0.81547
O=C(CC(C)(C)C)OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)C[C@H](O)[C@H]1[C@H]2CCC2=CC(=O)C=C[C@]12C,C27H38O6,0.302598,0.502245,-1.18747,1.07894,-0.0238,0.047121,-0.15108,0.461492,-0.05743,0.474828,0.704422,0.70553,0.556921,0.660332,0.807378,-0.69462,-2.58E-02,-2.57E-02,-0.84067,-0.81975,-2.52E-02,-2.52E-02,-0.61605,0.043302,-2.47E-02,-2.47E-02,0.91283,0.8216132743,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,2.529585,0.484339,-0.58263,-0.07495,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,-0.77024,0.803066,1.150587
OCC1OC(C(C1O)O)n1cnc2c1ncnc2N,C10H13N5O4,-0.59938,-0.51333,0.20548,0.120555,-0.71897,0.293415,0.564304,-0.7082,0.408896,0.107129,-0.84064,-1.11408,-1.37675,-1.82641,-0.93096,0.929112,-2.58E-02,-2.57E-02,1.036924,0.781251,-2.52E-02,-2.52E-02,1.063719,1.549109,-2.47E-02,-2.47E-02,0.91283,-0.7682798259,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.4315,-0.58263,-0.07495,-0.59641,1.384333,-0.68318,0.359296,-0.23795,-0.77024,-1.52227,0.021153
CCOC(=O)[C@@H](N[C@H](C(=O)N1[C@H]2CCCC[C@@H]2C[C@H]1C(=O)O)C)CCc1ccccc1,C24H34N2O5,0.170377,0.357163,-0.25884,0.599747,0.845174,0.047121,-0.15108,0.387344,-0.11729,0.507379,0.072489,0.347216,0.443888,0.24521,0.508981,0.023243,-2.58E-02,-2.57E-02,0.098126,-0.01033,-2.52E-02,-2.52E-02,0.223833,-0.07385,-2.47E-02,-2.47E-02,-0.25938,0.8216132743,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,2.084166,2.529585,-0.0051,-0.58263,-0.83184,0.942589,-0.65233,-0.68318,0.359296,-0.23795,-0.77024,0.803066,0.307993
OC[C@H]([C@H](N1CCN(CCN(CCN(CC1)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])CO)O.[Ga+3],C18H31GaN4O9,0.578777,0.429704,-1.18747,1.438334,0.67138,1.771181,0.206612,0.400876,1.066627,0.0577,-3.49536,-3.4291,-1.67952,-2.15372,-2.19047,3.005774,-2.55E-02,-2.52E-02,1.975722,3.619543,-2.52E-02,-2.50E-02,1.903605,2.152121,-2.47E-02,-2.47E-02,0.91283,-0.7682798259,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-3.3051,1.618714,0.681945,0.942589,1.384333,1.416404,-1.88831,-0.23795,-0.77024,0.803066,0.337873
NC(=O)CS(=O)C(c1ccccc1)c1ccccc1,C15H15NO2S,-0.57058,-0.51333,0.669798,-1.35696,-0.19759,-0.93806,-0.50877,-0.44831,-0.31726,0.233714,-0.0031,0.397068,0.383334,-0.14197,0.2661,0.198434,-2.58E-02,-2.57E-02,0.098126,0.207174,-2.52E-02,-2.52E-02,0.223833,-0.30472,-2.47E-02,-2.47E-02,-0.25938,0.8216132743,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.284114,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,-0.77024,-1.52227,-0.59436
O=C1[N-]C(=O)N(C1)/N=C/c1ccc(o1)[N+](=O)[O-].[Na+],C8H5N4NaO5,-0.63285,-0.58587,-0.41361,-1.39689,-0.54518,0.293415,-0.86646,-0.72358,0.036704,-1.30098,-0.66527,-0.3663,-0.22624,-1.51906,-1.2814,0.882109,-2.58E-02,-2.57E-02,1.036924,0.795514,-2.52E-02,-2.52E-02,1.063719,1.032241,-2.47E-02,-2.47E-02,0.91283,0.8216132743,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.26094,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,3.433624,-1.52227,-0.43301
COc1cc2c(cc1OC)CC(C2=O)CC1CCN(CC1)Cc1ccccc1.[Cl-].[H+],C24H29ClNO3,0.101603,0.212081,0.669798,-0.03918,-0.0238,-0.44547,-0.86646,0.376037,-0.80724,0.0577,1.012829,-0.10457,0.879872,1.079446,0.585315,-0.98518,-2.58E-02,-2.57E-02,-0.84067,-0.73417,-2.52E-02,-2.52E-02,-0.61605,-0.96976,-2.47E-02,-2.47E-02,-1.43158,0.8216132743,1.878749,0.98634,-0.36345,-0.36668,-0.37732,2.084166,-0.39508,0.847711,-0.58263,-0.83184,-0.59641,-0.65233,0.016684,0.359296,-0.23795,-0.77024,0.803066,-0.22983
CCCCCCCCCC(=O)OC1(CCN(CC1)CCCC(=O)c1ccc(cc1)F)c1ccc(cc1)Cl,C31H41ClFNO3,0.639726,0.79241,0.669798,0.320218,1.714143,-0.19917,-0.86646,0.978862,-0.71263,0.748493,2.182963,2.110743,1.767988,2.711994,2.181391,-2.01924,-2.58E-02,-2.57E-02,-1.77947,-2.22463,-2.52E-02,-2.52E-02,-1.45594,-2.31017,-2.47E-02,-2.47E-02,-2.60379,-0.7682798259,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,2.529585,1.607824,1.618714,2.195733,0.942589,1.384333,0.716544,-1.88831,-0.23795,-0.77024,1.965735,0.033105
O=S1(=O)NC(Cc2ccccc2)Nc2c1cc(c(c2)C(F)(F)F)S(=O)(=O)N,C15H14F3N3O4S2,0.12734,0.066999,0.669798,-1.07743,-0.37138,0.786004,0.206612,-0.07441,0.355553,0.210808,-0.16335,0.84574,0.072494,-0.56907,0.189766,-0.01949,-2.58E-02,-2.57E-02,0.098126,-0.0139,-2.52E-02,-2.52E-02,0.223833,-0.57349,-2.47E-02,-2.47E-02,-0.25938,-0.7682798259,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.19049,-0.58263,-0.83184,-0.59641,1.384333,-0.68318,0.359296,-0.23795,-0.77024,-0.3596,0.021153
C[C@H]([C@H]1C(=O)N2[C@@H]1[C@@H](C)C(=C2C(=O)O)S[C@@H]1CN[C@@H](C1)CNS(=O)(=O)N)O,C15H24N4O6S2,0.123051,0.066999,-1.18747,1.039007,0.149998,0.786004,0.921995,0.097424,1.087143,0.151735,-1.55723,-0.79627,-0.49267,-1.85435,-0.85115,1.450414,-2.58E-02,-2.57E-02,1.975722,1.23766,-2.52E-02,-2.52E-02,1.063719,1.27,-2.47E-02,-2.47E-02,0.91283,-0.7682798259,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-1.39926,-0.58263,-0.07495,0.942589,1.384333,0.716544,0.359296,-0.23795,-0.77024,-0.3596,0.965336
OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc(nc1=O)N,C8H12N4O5,-0.70798,-0.65841,-0.25884,0.599747,-0.71897,0.293415,0.564304,-0.87559,0.459342,0.010683,-1.17928,-1.48174,-1.64319,-1.96611,-1.21547,1.326498,-2.58E-02,-2.57E-02,1.036924,1.16278,-2.52E-02,-2.52E-02,1.063719,1.88335,-2.47E-02,-2.47E-02,0.91283,-0.7682798259,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.67252,-0.58263,-0.07495,0.942589,1.384333,0.016684,0.359296,-0.23795,-0.77024,-0.3596,-0.03263
CCN(CCS(=O)(=O)[C@@H]1CCN2C1C(=O)O[C@H](C(C)C)[C@H](C)/C=C\C(=O)NC/C=C\C(=C/[C@H](CC(=O)Cc1nc(C2=O)co1)O)\C)CC,C34H50N4O9S,1.397414,1.590363,-0.41361,0.599747,0.149998,1.278593,-0.15108,1.630625,0.955114,0.010683,-1.17928,0.409532,-1.64319,-1.96611,-1.21547,1.326498,-2.58E-02,-2.57E-02,1.036924,1.16278,-2.52E-02,-2.52E-02,1.063719,1.88335,-2.47E-02,-2.47E-02,0.91283,-0.7682798259,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.67252,-0.58263,-0.07495,0.942589,1.384333,0.016684,0.359296,-0.23795,-0.77024,-0.3596,-0.03263
O[C@H]1CCC(=C)/C(=C/C=C/2\CCC[C@]3([C@H]2CC[C@@H]3[C@@H](/C=C/[C@@H](C(C)C)C)C)C)/C1,C28H44O,0.010628,0.212081,-1.18747,0.959141,-0.19759,-1.18435,-0.50877,0.528226,-1.03099,0.673748,1.720352,1.982996,2.078829,2.117252,1.952389,-1.45948,-2.58E-02,-2.57E-02,-1.77947,-1.46157,-2.52E-02,-2.52E-02,-1.45594,-0.42188,-2.47E-02,-2.47E-02,-0.25938,-0.7682798259,-0.53194,-1.01323,-0.36345,-0.36668,2.648644,-0.47951,-0.39508,1.507712,0.518042,0.681945,-0.59641,1.384333,0.716544,0.359296,-0.23795,0.280728,0.803066,1.425476
OC(=O)CC(C(=O)O)(CC(=O)O)O.CCN(C(=O)N1CCN(CC1)C)CC,C16H29N3O8,-0.01403,0.066999,-1.18747,1.118872,0.497586,0.786004,0.564304,0.032915,0.642783,0.268675,-1.73563,-0.80562,-0.81159,-0.88041,-0.71236,1.740976,-2.58E-02,-2.57E-02,1.975722,1.729726,-2.52E-02,-2.52E-02,1.903605,1.09082,-2.47E-02,-2.47E-02,0.91283,-0.7682798259,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-1.48825,0.518042,-0.07495,0.942589,1.384333,0.716544,-2.24319,-0.23795,-0.77024,0.803066,-0.32545
[O-]C(=O)P(=O)([O-])[O-].[Na+].[Na+].[Na+],CNa3O5P,-0.95428,-1.1662,-1.18747,-1.87608,-0.89277,-0.19917,-0.86646,-1.59075,0.090168,-2.57768,-1.04927,-0.59063,-1.48171,-0.96024,-2.27374,1.433322,-2.58E-02,-2.57E-02,1.975722,1.234094,-2.52E-02,-2.52E-02,1.063719,2.069422,-2.47E-02,-2.47E-02,0.91283,0.8216132743,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.44263,-0.58263,1.438839,-0.59641,-0.65233,0.716544,0.359296,-0.23795,0.280728,-0.3596,-0.25374
[O-]C(=O)C.[O-]C(=O)C.[O-]C(=O)C.[Al+3],C6H9AlO6,-0.89696,-0.94858,-1.18747,0.120555,-1.06656,0.047121,-0.86646,-1.22723,0.177785,0.0577,-0.71365,-1.55964,-0.7147,-1.072,-0.78523,1.074393,-2.58E-02,-2.57E-02,1.036924,0.766988,-2.52E-02,-2.52E-02,1.063719,1.590458,-2.47E-02,-2.47E-02,0.91283,-0.7682798259,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.17566,-0.58263,0.681945,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,-0.77024,-0.3596,-1.68794
Fc1ccc(c(c1)F)C(Cn1cncn1)(Cn1cncn1)O,C13H12F2N6O,-0.4154,-0.29571,1.288887,-0.95763,-0.19759,0.293415,-0.50877,-0.55916,-0.28975,0.107129,-0.41733,0.060565,0.153232,-0.59701,-0.09475,0.45054,-2.58E-02,-2.57E-02,0.098126,0.695674,-2.52E-02,-2.52E-02,1.063719,0.188025,-2.47E-02,-2.47E-02,0.91283,0.8216132743,-0.53194,0.98634,-0.36345,2.725518,-0.37732,-0.47951,-0.39508,-0.14971,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,-0.77024,-1.52227,-0.82144
C=Cc1ccccc1S(=O)(=O)[O-].[Ca+2],C8H7CaO3S+,-0.8066,-0.94858,-0.25884,-1.87608,-0.71897,-0.69176,-0.86646,-1.04427,-0.48369,-3.2733,-0.08474,0.291132,0.24608,-0.49722,-1.87819,0.373626,-2.58E-02,-2.57E-02,0.098126,0.410419,-2.52E-02,-2.52E-02,0.223833,0.653205,-2.47E-02,-2.47E-02,0.91283,0.8216132743,1.878749,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.328609,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,0.280728,-0.3596,-0.89315
OCCN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(Cl)cc2,C21H26ClN3OS,0.045133,0.066999,0.669798,-0.15897,-0.0238,-0.69176,-0.50877,0.430165,-0.60835,0.523051,0.746752,0.474963,0.980794,0.564535,0.849015,-0.72453,-2.58E-02,-2.57E-02,-0.84067,-0.53092,-2.52E-02,-2.52E-02,-0.61605,-0.70099,-2.47E-02,-2.47E-02,-1.43158,0.8216132743,1.878749,0.98634,2.749695,-0.36668,-0.37732,2.084166,-0.39508,0.643778,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,-0.77024,0.803066,-0.188
S=c1nc[nH]c2c1[nH]cn2,C5H4N4S,-1.14174,-1.1662,0.20548,-1.87608,-1.06656,-0.93806,-0.15108,-1.14567,-0.19561,0.110745,-0.52014,-0.07964,-0.74296,0.229244,-0.15721,0.75392,-2.58E-02,-2.57E-02,1.036924,0.763422,-2.52E-02,-2.52E-02,1.063719,0.629085,-2.47E-02,-2.47E-02,0.91283,0.8216132743,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.109845,-0.58263,1.438839,-0.59641,-0.65233,0.016684,0.359296,-0.23795,0.280728,-0.3596,-1.25768
CC[C@@H](c1cccc(c1)O)[C@H](CN(C)C)C,C14H23NO,-0.81574,-0.73095,-0.25884,0.400084,-0.19759,-0.93806,-0.50877,-0.57269,-0.99189,0.397672,0.544171,0.562204,0.746655,0.229244,0.65124,-0.06649,-2.58E-02,-2.57E-02,0.098126,-0.04599,-2.52E-02,-2.52E-02,0.223833,0.160458,-2.47E-02,-2.47E-02,0.91283,0.8216132743,1.878749,0.98634,-0.36345,-0.36668,-0.37732,2.084166,-0.39508,0.881082,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,-0.77024,0.803066,-0.96486
CC(=O)OCC(=O)C1CCC2C1(C)CCC1C2CCC2=CC(=O)CCC12C,C23H32O4,-0.10321,0.066999,-1.18747,1.23867,-0.37138,-0.44547,-0.86646,0.074809,-0.54572,0.45795,0.408109,0.932981,0.920241,0.855919,0.876773,-0.25877,-2.58E-02,-2.57E-02,0.098126,-0.15653,-2.52E-02,-2.52E-02,-0.61605,-0.1221,-2.47E-02,-2.47E-02,-0.25938,0.8216132743,1.878749,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.417598,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,-0.77024,-0.3596,0.624713
CN/C(=C\[N+](=O)[O-])/NCCSCc1ccc(o1)CN(C)C.[Cl-].[H+],C13H22ClN4O3S,-0.20521,-0.29571,-0.41361,0.280286,0.67138,-0.44547,-0.15108,-0.1671,0.07122,0.0577,-0.19964,-0.93648,-0.57341,-1.06402,-0.50071,0.437721,-2.58E-02,-2.57E-02,0.098126,0.207174,-2.52E-02,-2.52E-02,0.223833,0.236266,-2.47E-02,-2.47E-02,0.91283,0.8216132743,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.06072,-0.58263,-0.07495,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,1.331694,0.803066,-0.11032
[O-]S(=O)(=O)[O-].[Ba+2],BaO4S,-0.75894,-1.45637,-1.18747,0.280286,-1.06656,-0.44547,-0.15108,-1.6749,-0.20539,0.0577,-0.19964,-0.93648,-0.57341,-1.06402,-0.50071,0.437721,-2.58E-02,-2.57E-02,0.098126,0.207174,-2.52E-02,-2.52E-02,0.223833,0.236266,-2.47E-02,-2.47E-02,0.91283,0.8216132743,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.06072,-0.58263,-0.07495,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,1.331694,0.803066,-0.11032
Cc1cccc(c1C)[C@@H](c1cnc[nH]1)C.[Cl-].[H+],C13H16ClN2,-0.74315,-0.73095,0.515025,-0.63817,-0.71897,-1.18435,-0.50877,-0.59772,-0.92901,0.0577,0.649997,-0.3071,0.556921,0.720206,0.338965,-0.38696,-2.58E-02,-2.57E-02,-0.84067,-0.21358,-2.52E-02,-2.52E-02,-0.61605,-0.30472,-2.47E-02,-2.47E-02,-0.25938,0.8216132743,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.9367,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,-0.77024,0.803066,-0.74376
OC[C@H]1O[C@H](C[C@@H]1N=[N+]=[N-])n1cc(C)c(=O)[nH]c1=O,C10H13N5O4,-0.59938,-0.51333,-0.25884,0.519882,-0.54518,0.293415,-0.15108,-0.72562,0.342881,0.269881,-0.50804,-0.55947,-0.9448,-1.19175,-0.45213,0.711191,-2.58E-02,-2.57E-02,1.036924,0.413984,-2.52E-02,-2.52E-02,0.223833,1.008121,-2.47E-02,-2.47E-02,0.91283,0.8216132743,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.13858,-0.58263,-0.07495,-0.59641,1.384333,-0.68318,0.359296,3.654948,2.382659,-1.52227,0.062984
CC(=O)O[C@H]1CC[C@]2(C(=CCC3C2CC[C@]2(C3CC=C2c2cccnc2)C)C1)C,C26H33NO2,-0.01341,0.212081,-0.25884,0.599747,-0.54518,-0.69176,-0.86646,0.308191,-0.80217,0.504968,1.049112,1.462662,1.449074,1.091421,1.30008,-0.97236,-2.58E-02,-2.57E-02,-0.84067,-0.78052,-2.52E-02,-2.52E-02,-0.61605,-0.6872,-2.47E-02,-2.47E-02,-1.43158,0.8216132743,-0.53194,-1.01323,-0.36345,-0.36668,2.648644,-0.47951,2.529585,0.932992,0.518042,-0.07495,-0.59641,1.384333,0.016684,0.359296,-0.23795,0.280728,0.803066,0.839843
CN(CCn1nnnc1SCC1=C(C(=O)O)N2[C@H](SC1)[C@@H](C2=O)NC(=O)Cc1csc(n1)N)C.[Cl-].[Cl-].[H+].[H+],C18H23Cl2N9O4S3,0.962335,0.719869,0.360253,0.120555,0.845174,0.786004,0.206612,0.768281,1.757667,0.0577,-0.7711,-2.51306,-0.18183,-1.11192,-0.92402,0.305259,-2.58E-02,-2.57E-02,0.098126,-0.14226,-2.52E-02,-2.52E-02,0.223833,0.639422,-2.47E-02,-2.47E-02,0.91283,-0.7682798259,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-1.11746,1.618714,1.438839,2.481588,1.384333,0.016684,-2.24319,-0.23795,-0.77024,0.803066,0.851795
[O-]P(=O)([O-])[O-].[Na+].[Na+].[Na+],Na3O4P,-1.08631,-1.31128,-1.18747,0.120555,-1.06656,0.786004,0.206612,-1.69066,-0.11584,0.0577,-0.7711,-2.51306,-0.18183,-1.11192,-0.92402,0.305259,-2.58E-02,-2.57E-02,0.098126,-0.14226,-2.52E-02,-2.52E-02,0.223833,0.639422,-2.47E-02,-2.47E-02,0.91283,-0.7682798259,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-1.11746,1.618714,1.438839,2.481588,1.384333,0.016684,-2.24319,-0.23795,-0.77024,0.803066,0.851795
O=C1C=C[C@]2([C@H](N1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2C(=O)Nc1cc(ccc1C(F)(F)F)C(F)(F)F)C)C,C27H30F6N2O2,0.632278,0.79241,-0.25884,0.63968,-0.19759,0.53971,-0.15108,0.538792,-0.57275,0.521846,1.100514,2.191753,1.747804,1.350872,1.581128,-1.30992,-2.58E-02,-2.57E-02,-1.77947,-0.98733,-2.52E-02,-2.52E-02,-1.45594,-1.16617,-2.47E-02,-2.47E-02,-1.43158,-0.7682798259,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,2.529585,0.669733,1.618714,0.681945,-0.59641,1.384333,0.016684,-1.88831,-0.23795,-0.77024,0.803066,0.917529
OS(=O)(=O)c1ccccc1.CN1CCCCC1CCN1c2ccccc2Sc2c1cc(cc2)S(=O)C,C27H32N2O4S3,0.708735,0.719869,1.598432,-0.5583,-0.19759,-0.19917,-0.50877,1.003331,0.303538,0.515818,0.504864,1.789818,1.319893,0.408864,1.112714,-0.92963,-2.58E-02,-2.57E-02,-0.84067,-0.80192,-2.52E-02,-2.52E-02,-0.61605,-0.79058,-2.47E-02,-2.47E-02,-1.43158,-0.7682798259,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.113552,1.618714,1.438839,-0.59641,1.384333,-0.68318,-1.88831,-0.23795,0.280728,-0.3596,0.774109
[O-]C(=O)C.[O-]C(=O)C.[Mg+2],C4H6MgO4,-1.18789,-1.23874,-1.18747,0.120555,-1.06656,-0.44547,-0.86646,-1.44152,-0.30652,-4.74892,-0.65015,-1.17328,-0.65818,-1.072,-3.43957,1.181217,-2.58E-02,-2.57E-02,1.036924,0.991627,-2.52E-02,-2.52E-02,1.063719,1.590458,-2.47E-02,-2.47E-02,0.91283,-0.7682798259,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.017148,-0.58263,2.195733,-0.59641,-0.65233,0.716544,0.359296,-0.23795,-0.77024,-0.3596,-1.64013
CNC1(C)C2CCC(C1(C)C)C2.[Cl-].[H+],C11H21ClN,-0.89866,-0.94858,-1.18747,2.11719,-0.89277,-1.18435,-0.50877,-0.77252,-1.12995,0.0577,0.49277,-0.54078,0.77895,0.093531,0.179357,0.031789,-2.58E-02,-2.57E-02,0.098126,0.103769,-2.52E-02,-2.52E-02,0.223833,0.398217,-2.47E-02,-2.47E-02,0.91283,-0.7682798259,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.873666,-0.58263,-0.07495,-0.59641,-0.65233,0.016684,0.359296,-0.23795,-0.77024,-0.3596,-0.31947
[O-][Cl](=O)(=O)=O.[K+],ClKO4,-1.20599,-1.45637,-1.18747,2.11719,-1.06656,-1.18435,-0.50877,-1.7105,-0.37881,0.0577,0.49277,-0.54078,0.77895,0.093531,0.179357,0.031789,-2.58E-02,-2.57E-02,0.098126,0.103769,-2.52E-02,-2.52E-02,0.223833,0.398217,-2.47E-02,-2.47E-02,0.91283,-0.7682798259,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.873666,-0.58263,-0.07495,-0.59641,-0.65233,0.016684,0.359296,-0.23795,-0.77024,-0.3596,-0.31947
Nc1ccn(c(=O)n1)[C@@H]1CS[C@@H](O1)CO,C8H11N3O3S,-0.77841,-0.8035,-0.25884,0.120555,-0.71897,-0.44547,-0.15108,-0.82609,0.120822,0.174641,-0.80436,-0.68099,-0.68644,-1.06801,-0.53541,1.018844,-2.58E-02,-2.57E-02,1.036924,0.913182,-2.52E-02,-2.52E-02,1.063719,1.259663,-2.47E-02,-2.47E-02,0.91283,0.8216132743,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.31285,-0.58263,-0.07495,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,-0.77024,-0.3596,-0.15215
ClCCN(P1(=O)NCCCO1)CCCl,C7H15Cl2N2O2P,-0.62837,-0.87604,-1.18747,2.11719,-0.19759,-0.44547,-0.50877,-0.70949,-0.65506,0.28917,-0.33267,0.069912,-0.04861,-0.42936,0.026689,0.724009,-2.58E-02,-2.57E-02,1.036924,0.820474,-2.52E-02,-2.52E-02,1.063719,0.474025,-2.47E-02,-2.47E-02,0.91283,0.8216132743,1.878749,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.024564,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,1.331694,-1.52227,0.194452
OC(=O)c1ccc(cc1)n1[nH]/c(=C\2/C=CC=CC2=O)/[nH]/c/1=C\1/C=CC=CC1=O,C21H15N3O4,-0.09916,0.13954,0.515025,-1.87608,-0.71897,-0.44547,0.206612,0.037179,0.027653,0.28917,-0.33267,-0.05783,-0.04861,-0.42936,0.026689,0.724009,-2.58E-02,-2.57E-02,1.036924,0.820474,-2.52E-02,-2.52E-02,1.063719,0.474025,-2.47E-02,-2.47E-02,0.91283,0.8216132743,1.878749,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.024564,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,1.331694,-1.52227,0.194452
C1CN=C(N1)Cc1cccc2c1cccc2.[Cl-].[H+],C14H14ClN2,-0.69601,-0.65841,0.360253,-1.03749,-0.71897,-1.18435,-0.50877,-0.37212,-0.98079,0.0577,0.344613,-0.79004,0.79106,0.716214,0.200175,-0.10922,-2.58E-02,-2.57E-02,0.098126,0.192911,-2.52E-02,-2.52E-02,0.223833,-0.45289,-2.47E-02,-2.47E-02,-0.25938,-0.7682798259,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,2.084166,-0.39508,0.647486,-0.58263,-0.07495,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,-0.77024,-0.3596,-0.71985
