Active Ingredient,SMILES
ABACAVIR,Nc1nc(NC2CC2)c3ncn([C@@H]4C[C@H](CO)C=C4)c3n1
VANDETANIB,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC4CCN(C)CC4
TRIPROLIDINE HYDROCHLORIDE,[H+].[Cl-].Cc1ccc(cc1)\C(=C/CN2CCCC2)c3ccccn3
CIDOFOVIR,O.O.NC1=NC(=O)N(C[C@@H](CO)OC[P](O)(O)=O)C=C1
METHIXENE HYDROCHLORIDE,[H+].O.[Cl-].CN1CCCC(CC2c3ccccc3Sc4ccccc24)C1
MIGALASTAT HYDROCHLORIDE,[Cl-].OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O.[H+]
DECAMETHONIUM BROMIDE,[Br-].[Br-].C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C
QUAZEPAM,Fc1ccccc1C2=NCC(=S)N(CC(F)(F)F)c3ccc(Cl)cc23
PIPERACETAZINE,CC(=O)c1ccc2Sc3ccccc3N(CCCN4CCC(CCO)CC4)c2c1
NATEGLINIDE,CC(C)C1CCC(CC1)C(=O)N[C@@H](Cc2ccccc2)C(O)=O
CLONAZEPAM,[O-][N+](=O)c1ccc2NC(=O)CN=C(c3ccccc3Cl)c2c1
DICYCLOMINE HYDROCHLORIDE,[H+].[Cl-].CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2
DIPHENIDOL HYDROCHLORIDE,[H+].[Cl-].OC(CCCN1CCCCC1)(c2ccccc2)c3ccccc3
HALOPERIDOL,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3
THEOPHYLLINE SODIUM GLYCINATE,[Na+].CN1C(=O)N(C)c2nc[nH]c2C1=O.NCC([O-])=O
DULOXETINE HYDROCHLORIDE,[Cl-].CNCC[C@H](Oc1cccc2ccccc12)c3sccc3.[H+]
KETOROLAC TROMETHAMINE,NC(CO)(CO)CO.OC(=O)C1CCn2c1ccc2C(=O)c3ccccc3
NAFTIFINE HYDROCHLORIDE,[H+].[Cl-].CN(C\C=C\c1ccccc1)Cc2cccc3ccccc23
ROFECOXIB,C[S](=O)(=O)c1ccc(cc1)C2=C(C(=O)OC2)c3ccccc3
FOSCARNET SODIUM,[Na+].[Na+].[Na+].[O-]C(=O)[P]([O-])([O-])=O
PHENIRAMINE MALEATE,CN(C)CCC(c1ccccc1)c2ccccn2.OC(=O)\C=C/C(O)=O
ANTAZOLINE PHOSPHATE,O[P](O)(O)=O.C1CN=C(CN(Cc2ccccc2)c3ccccc3)N1
CHLORAMPHENICOL,OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)[N+]([O-])=O
CLAVULANATE POTASSIUM,[K+].OC/C=C/1O[C@@H]2CC(=O)N2[C@H]1C([O-])=O
TRIDIHEXETHYL CHLORIDE,[Cl-].CC[N+](CC)(CC)CCC(O)(C1CCCCC1)c2ccccc2
DROMOSTANOLONE PROPIONATE,CCC(=O)OC1CCC2C3CCC4CC(=O)C(C)CC4(C)C3CCC12C
LORATADINE,CCOC(=O)N1CCC(CC1)=C2c3ccc(Cl)cc3CCc4cccnc24
NITROGLYCERIN,[O-][N+](=O)OCC(CO[N+]([O-])=O)O[N+]([O-])=O
FLURBIPROFEN SODIUM,O.O.[Na+].CC(C([O-])=O)c1ccc(c(F)c1)c2ccccc2
CHLORTHALIDONE,N[S](=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23
PERFLEXANE,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
BUMETANIDE,CCCCNc1cc(cc(c1Oc2ccccc2)[S](N)(=O)=O)C(O)=O
HYDROXYSTILBAMIDINE ISETHIONATE,NC(=N)c1c(O)cccc1C=Cc2ccccc2.OCC[S](O)(=O)=O
AMISULPRIDE,CCN1CCCC1CNC(=O)c2cc(c(N)cc2OC)[S](=O)(=O)CC
SULBACTAM SODIUM,[Na+].CC1(C)C(N2C(CC2=O)[S]1(=O)=O)C([O-])=O
LEVALBUTEROL HYDROCHLORIDE,[Cl-].CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1.[H+]
CLOMIPRAMINE HYDROCHLORIDE,[H+].[Cl-].CN(C)CCCN1c2ccccc2CCc3ccc(Cl)cc13
OMEPRAZOLE,COc1ccc2nc([nH]c2c1)[S](=O)Cc3ncc(C)c(OC)c3C
MILTEFOSINE,CCCCCCCCCCCCCCCCO[P]([O-])(=O)OCC[N+](C)(C)C
HYDROFLUMETHIAZIDE,N[S](=O)(=O)c1cc2c(NCN[S]2(=O)=O)cc1C(F)(F)F
TOLCAPONE,Cc1ccc(cc1)C(=O)c2cc(O)c(O)c(c2)[N+]([O-])=O
NICLOSAMIDE,Oc1ccc(Cl)cc1C(=O)Nc2ccc(cc2Cl)[N+]([O-])=O
VENLAFAXINE HYDROCHLORIDE,[H+].[Cl-].COc1ccc(cc1)C(CN(C)C)C2(O)CCCCC2
HEXACHLOROPHENE,Oc1c(Cl)cc(Cl)c(Cl)c1Cc2c(O)c(Cl)cc(Cl)c2Cl
CIPROFLOXACIN,OC(=O)C1=CN(C2CC2)c3cc(N4CCNCC4)c(F)cc3C1=O
CANNABIDIOL,CCCCCc1cc(O)c(C2C=C(C)CC[C@H]2C(C)=C)c(O)c1
TORSEMIDE,CC(C)NC(=O)N[S](=O)(=O)c1cnccc1Nc2cccc(C)c2
CARVEDILOL,COc1ccccc1OCCNCC(O)COc2cccc3[nH]c4ccccc4c23
OSPEMIFENE,OCCOc1ccc(cc1)/C(=C(/CCCl)c2ccccc2)c3ccccc3
ESMOLOL HYDROCHLORIDE,[H+].[Cl-].COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1
ISOETHARINE MESYLATE,CCC(NC(C)C)C(O)c1ccc(O)c(O)c1.C[S](O)(=O)=O
DOXEPIN HYDROCHLORIDE,[H+].[Cl-].CN(C)CC\C=C1/c2ccccc2COc3ccccc13
CANTHARIDIN,C[C@@]12[C@H]3CC[C@H](O3)[C@]1(C)C(=O)OC2=O
METOCLOPRAMIDE HYDROCHLORIDE,[H+].[Cl-].CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC
HALAZEPAM,FC(F)(F)CN1C(=O)CN=C(c2ccccc2)c3cc(Cl)ccc13
OXAPROZIN POTASSIUM,[K+].[O-]C(=O)CCc1oc(c2ccccc2)c(n1)c3ccccc3
LAPYRIUM CHLORIDE,[Cl-].CCCCCCCCCCCC(=O)OCCNC(=O)C[n+]1ccccc1
EFAVIRENZ,FC(F)(F)[C@]1(OC(=O)Nc2ccc(Cl)cc12)C#CC3CC3
BETAXOLOL HYDROCHLORIDE,[H+].[Cl-].CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1
ROFLUMILAST,FC(F)Oc1ccc(cc1OCC2CC2)C(=O)Nc3c(Cl)cncc3Cl
ETHOPROPAZINE HYDROCHLORIDE,[H+].[Cl-].CCN(CC)C(C)CN1c2ccccc2Sc3ccccc13
IDOXURIDINE,OC[C@H]1O[C@H](C[C@@H]1O)N2C=C(I)C(=O)NC2=O
FLOXURIDINE,OC[C@H]1O[C@H](C[C@@H]1O)N2C=C(F)C(=O)NC2=O
MICONAZOLE,Clc1ccc(COC(Cn2ccnc2)c3ccc(Cl)cc3Cl)c(Cl)c1
FLUTAMIDE,CC(C)C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+]([O-])=O
CHLORPROMAZINE HYDROCHLORIDE,[H+].[Cl-].CN(C)CCCN1c2ccccc2Sc3ccc(Cl)cc13
MECLOFENAMATE SODIUM,O.[Na+].Cc1ccc(Cl)c(Nc2ccccc2C([O-])=O)c1Cl
TRIHEXYPHENIDYL HYDROCHLORIDE,[H+].[Cl-].OC(CCN1CCCCC1)(C2CCCCC2)c3ccccc3
MELPHALAN HYDROCHLORIDE,[Cl-].[NH3+]C(Cc1ccc(cc1)N(CCCl)CCCl)C(O)=O
NITAZOXANIDE,CC(=O)Oc1ccccc1C(=O)Nc2sc(cn2)[N+]([O-])=O
ACETOHEXAMIDE,CC(=O)c1ccc(cc1)[S](=O)(=O)NC(=O)NC2CCCCC2
CYCRIMINE HYDROCHLORIDE,[H+].[Cl-].OC(CCN1CCCCC1)(C2CCCC2)c3ccccc3
CHLOPHEDIANOL HYDROCHLORIDE,[H+].[Cl-].CN(C)CCC(O)(c1ccccc1)c2ccccc2Cl
ARTICAINE HYDROCHLORIDE,[H+].[Cl-].CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC
TOLMETIN SODIUM,[Na+].Cn1c(CC([O-])=O)ccc1C(=O)c2ccc(C)cc2
FERRIC CITRATE,[Fe+3].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O
ZOLMITRIPTAN,CN(C)CCc1c[nH]c2ccc(C[C@@H]3COC(=O)N3)cc12
CYCLOBENZAPRINE HYDROCHLORIDE,[H+].[Cl-].CN(C)CCC=C1c2ccccc2C=Cc3ccccc13
SULFISOXAZOLE DIOLAMINE,Cc1noc(N[S](=O)(=O)c2ccc(N)cc2)c1C.OCCNCCO
IPODATE SODIUM,[Na+].CN(C)C=Nc1c(I)cc(I)c(CCC([O-])=O)c1I
TOLBUTAMIDE SODIUM,[Na+].CCCCNC(=O)N=[S]([O-])(=O)c1ccc(C)cc1
MAPROTILINE HYDROCHLORIDE,[H+].[Cl-].CNCCCC12CCC(c3ccccc13)c4ccccc24
NORFLOXACIN,CCN1C=C(C(O)=O)C(=O)c2cc(F)c(cc12)N3CCNCC3
DIPHENYLPYRALINE HYDROCHLORIDE,[H+].[Cl-].CN1CCC(CC1)OC(c2ccccc2)c3ccccc3
PHENYTOIN SODIUM,[Na+].O=C1NC(C(=O)[N-]1)(c2ccccc2)c3ccccc3
BELINOSTAT,ONC(=O)/C=C/c1cccc(c1)[S](=O)(=O)Nc2ccccc2
DICHLORPHENAMIDE,N[S](=O)(=O)c1cc(Cl)c(Cl)c(c1)[S](N)(=O)=O
SULFISOXAZOLE ACETYL,CC(=O)N(c1onc(C)c1C)[S](=O)(=O)c2ccc(N)cc2
PSEUDOEPHEDRINE SULFATE,CN[C@@H](C)[C@@H](O)c1ccccc1.O[S](O)(=O)=O
ENOXACIN,CCN1C=C(C(O)=O)C(=O)c2cc(F)c(nc12)N3CCNCC3
OCTOCRYLENE,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c2ccccc2
PROCYCLIDINE HYDROCHLORIDE,[H+].[Cl-].OC(CCN1CCCC1)(C2CCCCC2)c3ccccc3
METHDILAZINE HYDROCHLORIDE,[H+].[Cl-].CN1CCC(C1)CN2c3ccccc3Sc4ccccc24
CYCLIZINE LACTATE,CC(O)C(O)=O.CN1CCN(CC1)C(c2ccccc2)c3ccccc3
MILRINONE LACTATE,CC(O)C(O)=O.CC1=C(C=C(C#N)C(=O)N1)c2ccncc2
METRIZOIC ACID,CN(C(C)=O)c1c(I)c(NC(C)=O)c(I)c(C(O)=O)c1I
DYCLONINE HYDROCHLORIDE,[H+].[Cl-].CCCCOc1ccc(cc1)C(=O)CCN2CCCCC2
OXTRIPHYLLINE,CN1C(=O)N(C)c2[n-]cnc2C1=O.C[N+](C)(C)CCO
BUPROPION HYDROCHLORIDE,[H+].[Cl-].CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1
PROMETHAZINE HYDROCHLORIDE,[H+].[Cl-].CC(CN1c2ccccc2Sc3ccccc13)N(C)C
AMITRIPTYLINE HYDROCHLORIDE,[H+].[Cl-].CN(C)CCC=C1c2ccccc2CCc3ccccc13
TRIHEPTANOIN,CCCCCCC(=O)OCC(COC(=O)CCCCCC)OC(=O)CCCCCC
PROPARACAINE HYDROCHLORIDE,[H+].[Cl-].CCCOc1ccc(cc1N)C(=O)OCCN(CC)CC
PILOCARPINE HYDROCHLORIDE,[Cl-].CC[C@H]1[C@H](COC1=O)Cc2cncn2C.[H+]
FINGOLIMOD HYDROCHLORIDE,[H+].[Cl-].CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1
VITAMIN A,CC(=C\CO)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C
DEXMEDETOMIDINE HYDROCHLORIDE,[Cl-].C[C@H](c1[nH]cnc1)c2cccc(C)c2C.[H+]
PROGUANIL HYDROCHLORIDE,[H+].[Cl-].CC(C)N=C(N)N=C(N)Nc1ccc(Cl)cc1
BROMODIPHENHYDRAMINE HYDROCHLORIDE,[Cl-].C[NH+](C)CCOC(c1ccccc1)c2ccc(Br)cc2
FUROSEMIDE,N[S](=O)(=O)c1cc(C(O)=O)c(NCc2occc2)cc1Cl
NIZATIDINE,CNC(/NCCSCc1csc(CN(C)C)n1)=C\[N+]([O-])=O
RANITIDINE,CNC(/NCCSCc1oc(CN(C)C)cc1)=C\[N+]([O-])=O
BENOXINATE HYDROCHLORIDE,[Cl-].CCCCOc1cc(ccc1N)C(=O)OCC[NH+](CC)CC
METHYLENE BLUE,[Cl-].CN(C)c1ccc2nc3ccc(cc3[s+]c2c1)N(C)C
AVOBENZONE,COc1ccc(cc1)C(=O)CC(=O)c2ccc(cc2)C(C)(C)C
ETIDOCAINE HYDROCHLORIDE,[Cl-].CCC[NH+](CC)C(CC)C(=O)Nc1c(C)cccc1C
PHENOXYBENZAMINE HYDROCHLORIDE,[H+].[Cl-].CC(COc1ccccc1)N(CCCl)Cc2ccccc2
NAPROXEN SODIUM,[Na+].COc1ccc2cc(ccc2c1)[C@H](C)C([O-])=O
PROPOXYCAINE HYDROCHLORIDE,[H+].[Cl-].CCCOc1cc(N)ccc1C(=O)OCCN(CC)CC
BUPIVACAINE HYDROCHLORIDE,[H+].[Cl-].CCCCN1CCCCC1C(=O)Nc2c(C)cccc2C
TAZAROTENE,CCOC(=O)c1ccc(nc1)C#Cc2ccc3SCCC(C)(C)c3c2
ATOMOXETINE HYDROCHLORIDE,[Cl-].CNCC[C@@H](Oc1ccccc1C)c2ccccc2.[H+]
DIVALPROEX SODIUM,[Na+].CCCC(CCC)C(O)=O.CCCC(CCC)C([O-])=O
CLOZAPINE,CN1CCN(CC1)C2=C3C=CC=CC3=Nc4ccc(Cl)cc4N2
AMLEXANOX,CC(C)c1ccc2Oc3nc(N)c(cc3C(=O)c2c1)C(O)=O
MEPERIDINE HYDROCHLORIDE,[H+].[Cl-].CCOC(=O)C1(CCN(C)CC1)c2ccccc2
IMIPRAMINE HYDROCHLORIDE,[H+].[Cl-].CN(C)CCCN1c2ccccc2CCc3ccccc13
ANASTROZOLE,CC(C)(C#N)c1cc(Cn2cncn2)cc(c1)C(C)(C)C#N
METHENAMINE HIPPURATE,OC(=O)CNC(=O)c1ccccc1.C2N3CN4CN2CN(C3)C4
SULFACETAMIDE SODIUM,O.[Na+].CC(=O)N=[S]([O-])(=O)c1ccc(N)cc1
OXYPHENBUTAZONE,CCCCC1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3
OXYBUTYNIN,CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)c2ccccc2
PERPHENAZINE,OCCN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1
SECOBARBITAL SODIUM,[Na+].CCCC(C)C1(CC=C)C(=O)NC(=O)[N-]C1=O
POLIDOCANOL,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO
PYRITHIONE ZINC,[Zn++].[O-]N1C=CC=CC1=S.[O-]N2C=CC=CC2=S
PRAZEPAM,Clc1ccc2N(CC3CC3)C(=O)CN=C(c4ccccc4)c2c1
VALDECOXIB,Cc1onc(c2ccccc2)c1c3ccc(cc3)[S](N)(=O)=O
SILVER SULFADIAZINE,[Ag+].Nc1ccc(cc1)[S](=O)(=O)[N-]c2ncccn2
THIAMYLAL SODIUM,[Na+].CCCC(C)C1(CC=C)C(=O)NC(=S)[N-]C1=O
PEMIROLAST POTASSIUM,[K+].CC1=CC=CN2C(=O)C(=CN=C12)c3[n-]nnn3
MIDODRINE HYDROCHLORIDE,[H+].[Cl-].COc1ccc(OC)c(c1)C(O)CNC(=O)CN
DEXTROSE,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O
ACRISORCIN,CCCCCCc1ccc(O)cc1O.Nc2c3ccccc3nc4ccccc24
GABAPENTIN ENACARBIL,CC(C)C(=O)OC(C)OC(=O)NCC1(CCCCC1)CC(O)=O
SULFADIAZINE SODIUM,[Na+].Nc1ccc(cc1)[S](=O)(=O)[N-]c2ncccn2
MIGLUSTAT,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
NITROFURANTOIN,[O-][N+](=O)c1oc(cc1)/C=N/N2CC(=O)NC2=O
EPINASTINE HYDROCHLORIDE,[H+].[Cl-].NC1=NCC2N1c3ccccc3Cc4ccccc24
APRACLONIDINE HYDROCHLORIDE,[H+].[Cl-].Nc1cc(Cl)c(NC2=NCCN2)c(Cl)c1
TETRACAINE HYDROCHLORIDE,[H+].[Cl-].CCCCNc1ccc(cc1)C(=O)OCCN(C)C
PROMAZINE HYDROCHLORIDE,[H+].[Cl-].CN(C)CCCN1c2ccccc2Sc3ccccc13
ANAGRELIDE HYDROCHLORIDE,[H+].[Cl-].Clc1ccc2NC3=NC(=O)CN3Cc2c1Cl
HEXYLCAINE HYDROCHLORIDE,[H+].[Cl-].CC(CNC1CCCCC1)OC(=O)c2ccccc2
AZATHIOPRINE,Cn1cnc(c1Sc2ncnc3nc[nH]c23)[N+]([O-])=O
AMILORIDE HYDROCHLORIDE,[H+].[Cl-].NC(N)=NC(=O)c1nc(Cl)c(N)nc1N
CHLOROTHIAZIDE,N[S](=O)(=O)c1cc2c(NC=N[S]2(=O)=O)cc1Cl
ACETRIZOATE SODIUM,[Na+].CC(=O)Nc1c(I)cc(I)c(C([O-])=O)c1I
LEVAMISOLE HYDROCHLORIDE,[Cl-].C1CN2C[C@@H](N=C2S1)c3ccccc3.[H+]
ROPINIROLE HYDROCHLORIDE,[H+].[Cl-].CCCN(CCC)CCc1cccc2NC(=O)Cc12
ALUMINUM ACETATE,[Al+3].CC([O-])=O.CC([O-])=O.CC([O-])=O
GLUCONOLACTONE,OC[C@H]1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O
SUMATRIPTAN,CN[S](=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1
MEBENDAZOLE,COC(=O)Nc1[nH]c2cc(ccc2n1)C(=O)c3ccccc3
OXAMNIQUINE,CC(C)NCC1CCc2cc(CO)c(cc2N1)[N+]([O-])=O
CHLORDIAZEPOXIDE,CN=C1CN(O)C(=C2C=C(Cl)C=CC2=N1)c3ccccc3
STAVUDINE,CC1=CN([C@@H]2O[C@H](CO)C=C2)C(=O)NC1=O
ORPHENADRINE HYDROCHLORIDE,[H+].[Cl-].CN(C)CCOC(c1ccccc1)c2ccccc2C
SULFACYTINE,CCN1C=CC(=NC1=O)N[S](=O)(=O)c2ccc(N)cc2
PHENOBARBITAL SODIUM,[Na+].CCC1(C(=O)NC(=O)[N-]C1=O)c2ccccc2
DIDANOSINE,OC[C@@H]1CC[C@@H](O1)n2cnc3C(=O)N=CNc23
AMPHETAMINE ASPARTATE MONOHYDRATE,O.CC(N)Cc1ccccc1.N[C@@H](CC(O)=O)C(O)=O
PSEUDOEPHEDRINE HYDROCHLORIDE,[Cl-].CN[C@@H](C)[C@@H](O)c1ccccc1.[H+]
MIGLITOL,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
LEVOMEPROMAZINE,COc1ccc2Sc3ccccc3N(C[C@H](C)CN(C)C)c2c1
TRICLABENDAZOLE,CSc1[nH]c2cc(Cl)c(Oc3cccc(Cl)c3Cl)cc2n1
DICLOFENAC SODIUM,[Na+].[O-]C(=O)Cc1ccccc1Nc2c(Cl)cccc2Cl
ACETAZOLAMIDE SODIUM,[Na+].CC(=O)Nc1sc(nn1)[S]([NH-])(=O)=O
TOLAZAMIDE,Cc1ccc(cc1)[S](=O)(=O)NC(=O)NN2CCCCCC2
QUINETHAZONE,CCC1NC(=O)c2cc(c(Cl)cc2N1)[S](N)(=O)=O
MEMANTINE HYDROCHLORIDE,[H+].[Cl-].CC12CC3CC(C)(C1)CC(N)(C3)C2
TERIFLUNOMIDE,CC(=O)\C(C#N)=C(/O)Nc1ccc(cc1)C(F)(F)F
MANNITOL,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
FAMOTIDINE,NC(N)=Nc1scc(CSCCC(N)=N[S](N)(=O)=O)n1
DIPHENHYDRAMINE HYDROCHLORIDE,[H+].[Cl-].CN(C)CCOC(c1ccccc1)c2ccccc2
FLUMAZENIL,CCOC(=O)c1ncn2c1CN(C)C(=O)c3cc(F)ccc23
PROTRIPTYLINE HYDROCHLORIDE,[H+].[Cl-].CNCCCC1c2ccccc2C=Cc3ccccc13
CARPROFEN,CC(C(O)=O)c1ccc2c([nH]c3ccc(Cl)cc23)c1
TIOCONAZOLE,Clc1ccc(C(Cn2ccnc2)OCc3ccsc3Cl)c(Cl)c1
EMTRICITABINE,NC1=NC(=O)N(C=C1F)[C@@H]2CS[C@H](CO)O2
FENTANYL,CCC(=O)N(C1CCN(CC1)CCc2ccccc2)c3ccccc3
LOFEXIDINE HYDROCHLORIDE,[H+].[Cl-].CC(Oc1c(Cl)cccc1Cl)C2=NCCN2
PENTOBARBITAL SODIUM,[Na+].CCCC(C)C1(CC)C(=O)NC(=O)[N-]C1=O
PHENYLPROPANOLAMINE HYDROCHLORIDE,[Cl-].C[C@@H](N)[C@@H](O)c1ccccc1.[H+]
DICLOFENAC POTASSIUM,[K+].[O-]C(=O)Cc1ccccc1Nc2c(Cl)cccc2Cl
PROPRANOLOL HYDROCHLORIDE,[H+].[Cl-].CC(C)NCC(O)COc1cccc2ccccc12
TENOFOVIR,C[C@H](Cn1cnc2c(N)ncnc12)OC[P](O)(O)=O
PRAMOXINE HYDROCHLORIDE,[H+].[Cl-].CCCCOc1ccc(OCCCN2CCOCC2)cc1
TRIAZOLAM,Cc1nnc2CN=C(c3ccccc3Cl)c4cc(Cl)ccc4n12
THIOPENTAL SODIUM,[Na+].CCCC(C)C1(CC)C(=O)NC(=S)[N-]C1=O
SULFAPHENAZOLE,Nc1ccc(cc1)[S](=O)(=O)Nc2ccnn2c3ccccc3
CHLOROPROCAINE HYDROCHLORIDE,[Cl-].CC[NH+](CC)CCOC(=O)c1ccc(N)cc1Cl
TEMAZEPAM,CN1C(=O)C(O)N=C(c2ccccc2)c3cc(Cl)ccc13
IOCETAMIC ACID,CC(CN(C(C)=O)c1c(I)cc(I)c(N)c1I)C(O)=O
CILOSTAZOL,O=C1CCc2cc(OCCCCc3nnnn3C4CCCCC4)ccc2N1
EPHEDRINE HYDROCHLORIDE,[Cl-].CN[C@@H](C)[C@H](O)c1ccccc1.[H+]
CLOBAZAM,CN1C(=O)CC(=O)N(c2ccccc2)c3cc(Cl)ccc13
MEPIVACAINE HYDROCHLORIDE,[H+].[Cl-].CN1CCCCC1C(=O)Nc2c(C)cccc2C
TRIPELENNAMINE HYDROCHLORIDE,[H+].[Cl-].CN(C)CCN(Cc1ccccc1)c2ccccn2
NORTRIPTYLINE HYDROCHLORIDE,[H+].[Cl-].CNCCC=C1c2ccccc2CCc3ccccc13
FEBUXOSTAT,CC(C)COc1ccc(cc1C#N)c2sc(C(O)=O)c(C)n2
HYDROCHLOROTHIAZIDE,N[S](=O)(=O)c1cc2c(NCN[S]2(=O)=O)cc1Cl
PROCHLORPERAZINE,CN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1
ZOLEDRONIC ACID,O.OC(Cn1ccnc1)([P](O)(O)=O)[P](O)(O)=O
TRIFLUPROMAZINE,CN(C)CCCN1c2ccccc2Sc3ccc(cc13)C(F)(F)F
GUANFACINE HYDROCHLORIDE,[H+].[Cl-].NC(N)=NC(=O)Cc1c(Cl)cccc1Cl
CLOTRIMAZOLE,Clc1ccccc1C(n2ccnc2)(c3ccccc3)c4ccccc4
RASAGILINE MESYLATE,C[S](O)(=O)=O.C#CCN[C@@H]1CCc2ccccc12
TYLOXAPOL,CC(C)(C)CC(C)(C)c1ccc(O)cc1.C=O.C2CO2
BUTABARBITAL SODIUM,[Na+].CCC(C)C1(CC)C(=O)NC(=O)[N-]C1=O
FENFLURAMINE HYDROCHLORIDE,[H+].[Cl-].CCNC(C)Cc1cccc(c1)C(F)(F)F
THIAMINE,[Cl-].Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1
GANCICLOVIR SODIUM,[Na+].Nc1nc([O-])c2ncn(COC(CO)CO)c2n1
OXPRENOLOL HYDROCHLORIDE,[H+].[Cl-].CC(C)NCC(O)COc1ccccc1OCC=C
PIRBUTEROL ACETATE,CC(O)=O.CC(C)(C)NCC(O)c1ccc(O)c(CO)n1
LAMIVUDINE,NC1=NC(=O)N(C=C1)[C@@H]2CS[C@H](CO)O2
PENTOXIFYLLINE,Cn1cnc2N(C)C(=O)N(CCCCC(C)=O)C(=O)c12
TRIFLURIDINE,OCC1OC(CC1O)N2C=C(C(=O)NC2=O)C(F)(F)F
TINIDAZOLE,CC[S](=O)(=O)CCn1c(C)ncc1[N+]([O-])=O
PRAZIQUANTEL,O=C1CN(CC2N1CCc3ccccc23)C(=O)C4CCCCC4
SORBITOL,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
SULFADOXINE,COc1ncnc(N[S](=O)(=O)c2ccc(N)cc2)c1OC
METHYLPHENIDATE HYDROCHLORIDE,[H+].[Cl-].COC(=O)C(C1CCCCN1)c2ccccc2
Lamivudine,NC1=NC(=O)N(C=C1)[C@@H]2CS[C@H](CO)O2
ETODOLAC,CCc1cccc2c3CCOC(CC)(CC(O)=O)c3[nH]c12
DESIPRAMINE HYDROCHLORIDE,[H+].[Cl-].CNCCCN1c2ccccc2CCc3ccccc13
PROCAINAMIDE HYDROCHLORIDE,[H+].[Cl-].CCN(CC)CCNC(=O)c1ccc(N)cc1
MIDAZOLAM,Cc1ncc2CN=C(c3ccccc3F)c4cc(Cl)ccc4n12
LIDOCAINE HYDROCHLORIDE,[H+].[Cl-].CCN(CC)CC(=O)Nc1c(C)cccc1C
PROCAINE HYDROCHLORIDE,[H+].[Cl-].CCN(CC)CCOC(=O)c1ccc(N)cc1
SAFINAMIDE,C[C@H](NCc1ccc(OCc2ccccc2F)cc1)C(N)=O
FAMCICLOVIR,CC(=O)OCC(CCn1cnc2cnc(N)nc12)COC(C)=O
CIMETIDINE HYDROCHLORIDE,[H+].[Cl-].CN=C(NCCSCc1nc[nH]c1C)NC#N
LOXAPINE,CN1CCN(CC1)C2=Nc3ccccc3Oc4ccc(Cl)cc24
BENZPHETAMINE HYDROCHLORIDE,[H+].[Cl-].CC(Cc1ccccc1)N(C)Cc2ccccc2
ZALCITABINE,NC1=NC(=O)N(C=C1)[C@H]2CC[C@@H](CO)O2
AMPHETAMINE ASPARTATE,CC(N)Cc1ccccc1.N[C@@H](CC(O)=O)C(O)=O
ALCAFTADINE,CN1CCC(CC1)=C2c3ccccc3CCn4c(C=O)cnc24
DIENESTROL,C/C=C(c1ccc(O)cc1)/C(=C/C)c2ccc(O)cc2
ZALEPLON,CCN(C(C)=O)c1cccc(c1)c2ccnc3n2ncc3C#N
PHENYLBUTAZONE,CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3
OLANZAPINE,CN1CCN(CC1)C2=C3C=C(C)SC3=Nc4ccccc4N2
ISOPROTERENOL HYDROCHLORIDE,[H+].[Cl-].CC(C)NCC(O)c1ccc(O)c(O)c1
RILUZOLE,[H+].[Cl-].Nc1sc2cc(OC(F)(F)F)ccc2n1
LETROZOLE,N#Cc1ccc(cc1)C(n2cncn2)c3ccc(cc3)C#N
